material_id,material_name,material_type,product_category,strength_score,weight_capacity_kg,biodegradability_score,co2_emission_score,recyclability_percent,cost_per_unit,recycled_content_percent
763,Tinplate,Metal,Food,8.496978279628932,1.09,0.09,5.14,59.24,208.46,50.7
764,Aluminum,Metal,Automotive,9.487892585145353,10.44,0.08,9.52168003003025,57.24,120.34,18.11
765,Bioplastic PHA,Bioplastic,Automotive,5.067064869471559,28.75,0.82,2.163417776387991,54.12,132.64,23.84
766,LDPE,Plastic,Pharmaceuticals,7.139779369742633,18.09,0.26,3.16,84.5,93.4,48.53
767,Kraft Paper,Fiber,Food,6.287376057222072,7.14,0.93,1.275133657730568,54.12,93.85,14.44
768,Paperboard,Fiber,Automotive,6.6302969102852485,21.31,0.41,0.7426365213893824,60.97,46.58,77.84
769,Aluminum,Metal,Pharmaceuticals,8.684163497431815,5.18,0.1,10.093318524778965,60.59,175.48,49.4
770,Bioplastic PHA,Bioplastic,Cosmetics,6.642514609344026,8.91,0.98,1.4307069371268633,60.54,86.14,40.16
771,Aluminum,Metal,E-commerce,8.221263473910415,5.98,0.07,11.171417676135357,64.08,125.38,21.88
772,Recycled PET,Plastic,Pharmaceuticals,7.692904583469036,12.02,0.37,2.866390048821736,59.01,,39.98
773,Molded Pulp,Fiber,Retail,4.382465986995947,14.12,0.99,1.0442076922852126,67.43,56.77,22.15
774,Paperboard,Fiber,Cosmetics,5.191861871681102,2.92,0.92,1.158539911731126,92.17,94.68,65.38
775,Tinplate,Metal,Food,9.594590731559107,8.52,0.1,5.55,76.07,,81.45
776,Tinplate,Metal,E-commerce,8.299834854697547,,0.07,4.42,72.99,230.16,43.89
777,Recycled PET,Plastic,Food,6.458502790465283,2.29,0.22,2.593955708993682,58.54,88.13,84.31
778,LDPE,Plastic,Automotive,7.444505136786132,24.49,0.19,4.46,65.67,53.67,75.01
779,Glass,Glass,Automotive,8.44007307309215,10.27,0.04,1.7320720547256347,89.22,186.64,48.55
780,Glass,Glass,E-commerce,8.282295265770594,18.8,0.07,1.426423093796912,77.57,83.52,
781,Recycled PET,Plastic,E-commerce,7.3878968889342005,8.47,0.12,2.236932234253022,95.14,46.78,47.0
782,Recycled PET,Plastic,Electronics,7.085448886695192,22.93,0.26,3.0438486772532034,54.1,77.03,20.14
783,Steel,Metal,Automotive,8.503598117813905,15.73,0.02,2.355282945306778,77.76,223.68,42.59
784,Aluminum,Metal,Automotive,8.691391987007838,23.96,0.03,9.267046708270106,50.17,101.52,18.39
785,Aluminum,Metal,Food,8.36319543360285,5.03,0.1,11.428717027995011,58.05,131.36,81.36
786,LDPE,Plastic,Electronics,7.8169011226672565,20.74,0.18,4.5,76.66,55.32,10.41
787,Compostable Film,Bioplastic,Pharmaceuticals,6.1667835895322405,5.47,0.76,2.35,70.49,118.99,57.33
788,Bioplastic PHA,Bioplastic,Food,5.80170283352728,6.4,0.72,2.35921488214865,54.31,90.56,61.57
789,Molded Pulp,Fiber,Automotive,5.386017410932398,15.6,0.74,0.7938331411644662,63.99,77.51,67.41
790,Compostable Film,Bioplastic,Pharmaceuticals,6.89456667922363,10.97,0.6,1.88,89.7,115.26,84.42
791,Rigid PVC,Plastic,Food,6.306702806232161,1.54,0.37,3.32,58.25,56.09,89.66
792,Compostable Film,Bioplastic,Retail,6.172459664033594,,0.64,1.4,64.64,82.41,87.39
793,Paperboard,Fiber,Retail,5.517666036653398,19.79,0.68,1.2884650309006553,55.21,49.25,
794,Paperboard,Fiber,Electronics,5.834362706303944,19.77,0.83,0.6984980696341309,91.13,,74.72
795,HDPE,Plastic,Pharmaceuticals,6.036220367641681,4.07,0.14,3.82,55.59,11.89,70.06
796,Molded Pulp,Fiber,Automotive,6.616371726832455,20.78,0.98,0.741410967881743,43.69,59.65,80.7
797,Aluminum,Metal,Food,9.864236564967225,3.88,0.09,8.736899356952105,75.69,160.86,8.7
798,Paperboard,Fiber,Electronics,5.695399550767627,22.15,0.97,1.2257927970055094,87.07,14.98,53.43
799,HDPE,Plastic,Automotive,7.393301647753784,25.33,0.3,4.56,77.56,97.2,69.26
800,Paperboard,Fiber,Pharmaceuticals,6.767498143531887,4.11,0.72,1.0580047866274733,74.36,53.42,
801,Molded Pulp,Fiber,Retail,6.1217159029401955,,0.97,0.706472998255591,64.61,74.32,59.34
802,Compostable Film,Bioplastic,Retail,5.305078085828523,5.92,0.98,1.26,61.57,42.84,24.96
803,Corrugated Cardboard,Fiber,E-commerce,5.728865080500439,3.44,0.68,0.9082263928578442,44.92,82.69,74.43
804,Recycled PET,Plastic,E-commerce,7.213430092765712,14.3,0.12,2.922947037604703,89.04,81.92,50.76
805,Kraft Paper,Fiber,E-commerce,5.272392013907158,5.77,0.72,0.6584248594925682,76.38,52.45,91.38
806,Aluminum,Metal,E-commerce,9.472888471249446,15.14,0.07,11.529665473629354,60.85,228.76,25.93
807,HDPE,Plastic,Automotive,7.86873402953803,11.51,0.18,4.17,91.52,51.39,59.63
808,Compostable Film,Bioplastic,Automotive,6.851137025813553,29.35,0.56,1.99,44.99,101.51,50.25
809,Paperboard,Fiber,Food,5.352518114212396,4.01,0.71,1.1625224748090748,40.49,,69.17
810,HDPE,Plastic,Electronics,6.22647609168151,23.87,0.39,3.1,58.76,26.54,56.92
811,Bioplastic PHA,Bioplastic,Pharmaceuticals,6.969682397924669,14.55,0.74,1.7578101603649574,64.37,101.83,5.53
812,Kraft Paper,Fiber,Pharmaceuticals,6.516694259337802,,0.9,1.2769886306814193,61.82,93.3,50.27
813,Molded Pulp,Fiber,Electronics,4.373988043609801,26.84,0.7,0.8924326854925698,59.7,74.71,30.83
814,Rigid PVC,Plastic,Cosmetics,7.841683765234745,5.19,0.31,4.04,68.01,45.13,86.82
815,LDPE,Plastic,Pharmaceuticals,7.739792724124257,18.23,0.23,3.88,94.78,29.1,51.81
816,Paperboard,Fiber,Food,5.5565141713782165,8.37,0.94,1.2888772233255485,51.33,17.81,59.49
817,Bioplastic PHA,Bioplastic,Automotive,6.182550871489859,20.61,0.8,2.0018799982054407,64.52,62.1,32.51
818,Glass,Glass,E-commerce,7.798005407740261,16.03,0.08,1.5077370186031533,56.58,88.53,36.11
819,Paperboard,Fiber,Retail,4.164284916466094,16.72,0.73,0.7161684267070495,94.98,16.24,46.08
820,Tinplate,Metal,Retail,8.670394483291801,9.33,0.07,4.45,74.91,204.62,13.14
821,HDPE,Plastic,Retail,7.605706897196023,15.04,0.16,4.73,64.99,27.82,44.42
822,Recycled PET,Plastic,Food,6.009264046009205,4.76,0.18,3.3228916374569657,47.83,36.66,56.51
823,Corrugated Cardboard,Fiber,Cosmetics,5.000497515073432,,0.94,0.8992427815444306,59.26,77.0,18.68
824,Kraft Paper,Fiber,Automotive,5.19450608077283,26.15,0.55,0.7135633840477356,47.64,,62.04
825,Steel,Metal,Automotive,9.074791205875846,20.55,0.07,1.8088252639830313,90.14,146.41,67.47
826,Compostable Film,Bioplastic,Automotive,6.839711232825521,17.03,0.73,1.15,85.83,63.96,65.93
827,Kraft Paper,Fiber,Food,5.0390379830978835,6.96,0.61,0.9918289785468678,57.09,61.41,72.09
828,Bioplastic PLA,Bioplastic,Cosmetics,5.693906403792456,10.27,0.89,1.7910994331840144,71.61,,86.29
829,Bioplastic PLA,Bioplastic,Electronics,6.4750024962194965,22.72,0.89,2.0790304335537377,64.08,49.83,44.4
830,Aluminum,Metal,E-commerce,8.904435881779614,17.96,0.09,11.561032212071208,42.04,186.26,
831,Steel,Metal,E-commerce,8.449209645879964,17.44,0.05,1.8555846092501207,40.64,162.5,18.95
832,Bioplastic PHA,Bioplastic,Pharmaceuticals,5.904879032265387,5.2,0.93,2.0972447355105435,48.29,124.07,76.1
833,Molded Pulp,Fiber,Electronics,4.4225710611394,23.43,0.93,0.7311883608683075,83.36,99.98,70.24
834,Compostable Film,Bioplastic,Automotive,5.352773973012447,21.75,0.5,2.93,50.18,59.53,87.37
835,Recycled PET,Plastic,Pharmaceuticals,6.996735545478959,12.77,0.28,3.287265579735746,96.41,58.96,55.38
836,Bioplastic PLA,Bioplastic,Pharmaceuticals,5.837850899009096,6.76,0.57,2.228595270792484,86.79,45.49,59.31
837,Molded Pulp,Fiber,Automotive,6.7445377032043,19.07,0.99,0.9785556284898811,60.59,53.37,50.28
838,Bioplastic PLA,Bioplastic,Pharmaceuticals,5.724787798233266,17.75,0.96,2.0653641979349673,89.33,100.56,79.33
839,Glass,Glass,Pharmaceuticals,8.161176700556087,7.7,0.05,1.2514800905469987,95.77,117.54,13.82
840,Corrugated Cardboard,Fiber,Food,5.896792863758591,1.99,0.53,0.9298175292529702,65.13,81.97,71.55
841,Compostable Film,Bioplastic,E-commerce,5.026188913176667,5.23,0.46,,78.66,128.83,50.78
842,Corrugated Cardboard,Fiber,Pharmaceuticals,5.990612116050132,18.84,0.76,1.1751458283973302,86.41,93.89,74.32
843,Glass,Glass,Automotive,7.356071933739503,11.2,0.05,1.3674121577385712,95.81,114.79,81.76
844,Tinplate,Metal,E-commerce,9.922140634938911,18.83,0.04,4.78,46.15,200.57,31.0
845,Bioplastic PLA,Bioplastic,E-commerce,5.2973254555062255,14.95,0.85,1.5366973979881626,59.2,132.12,
846,Rigid PVC,Plastic,E-commerce,6.829248247454047,17.39,0.23,3.47,80.01,64.22,14.65
847,Rigid PVC,Plastic,Cosmetics,6.170699336157288,19.86,0.29,3.43,53.12,88.55,78.31
848,Compostable Film,Bioplastic,Electronics,6.9937485036918945,22.88,0.59,1.61,48.83,69.04,
849,Tinplate,Metal,E-commerce,9.004390020662486,,0.03,4.96,50.48,172.84,68.38
850,Bioplastic PHA,Bioplastic,Electronics,6.190770034640088,6.88,0.72,1.7413186708754498,40.28,143.03,14.57
851,Corrugated Cardboard,Fiber,Cosmetics,4.201229432165283,10.29,0.94,1.179774476706053,62.25,54.26,85.66
852,Compostable Film,Bioplastic,Food,6.499920940798356,5.76,0.69,2.36,89.81,109.18,73.66
853,LDPE,Plastic,Retail,6.419811186191172,6.93,0.34,3.44,92.39,16.27,10.24
854,Bioplastic PLA,Bioplastic,Cosmetics,6.7961085788814275,8.83,0.85,1.502812071056309,70.81,50.88,78.1
855,HDPE,Plastic,E-commerce,6.410279280964014,17.8,0.26,4.14,62.17,35.36,69.98
856,Compostable Film,Bioplastic,Automotive,5.381375441327333,20.23,0.5,1.11,65.85,45.43,56.24
857,Paperboard,Fiber,Food,4.109649003544285,3.75,0.76,0.7216331151950206,40.27,16.52,31.13
858,Steel,Metal,Automotive,8.944133890219998,24.22,0.1,2.2984098142315466,54.09,,13.38
859,Rigid PVC,Plastic,Pharmaceuticals,7.129682266525233,13.54,0.22,3.23,61.76,55.8,33.71
860,Kraft Paper,Fiber,Cosmetics,4.197125918285057,17.67,0.65,1.1781847488956574,92.36,86.54,42.29
861,Tinplate,Metal,Pharmaceuticals,9.551055233390022,12.39,0.06,5.7,56.97,125.12,39.11
862,Bioplastic PLA,Bioplastic,Automotive,5.9065776694960554,23.45,0.71,1.1509562177852999,60.46,75.83,47.53
863,Bioplastic PHA,Bioplastic,Retail,6.04878053865516,16.49,0.62,1.3598111691339172,86.53,78.36,67.45
864,Glass,Glass,Automotive,7.881525493876456,18.09,0.05,1.1135775918087951,87.61,108.36,64.52
865,HDPE,Plastic,Electronics,6.801526121750652,22.25,0.22,3.37,88.48,19.11,65.83
866,Bioplastic PHA,Bioplastic,Cosmetics,6.119280662616436,5.0,0.76,1.52191211737325,41.22,44.01,86.23
867,HDPE,Plastic,Cosmetics,6.310480491861425,6.11,0.32,3.27,89.81,73.04,41.16
868,Tinplate,Metal,Cosmetics,8.363856260990541,13.1,0.0,4.02,86.91,138.91,62.25
869,Rigid PVC,Plastic,Pharmaceuticals,7.723571242027035,18.51,0.4,2.88,90.05,33.94,58.17
870,HDPE,Plastic,Electronics,7.892230924267265,28.32,0.21,4.32,41.18,28.47,48.84
871,Steel,Metal,E-commerce,8.746618632559507,18.74,0.05,2.1152456852337886,46.95,220.4,27.23
872,Corrugated Cardboard,Fiber,Food,4.812234019430662,9.49,0.71,1.1241784358743145,85.15,21.79,
873,Molded Pulp,Fiber,Food,5.9319986297170475,9.32,0.71,1.055803309417172,41.13,,24.93
874,Rigid PVC,Plastic,Electronics,6.817468342196193,28.03,0.36,3.93,40.52,33.2,41.61
875,Rigid PVC,Plastic,Pharmaceuticals,6.05077271132069,2.59,0.28,3.81,56.41,13.42,
876,Recycled PET,Plastic,Pharmaceuticals,6.312305194732381,10.14,0.11,2.931392851217647,58.57,85.45,63.88
877,Aluminum,Metal,Electronics,9.431944457694796,13.04,0.1,9.409499786438618,51.09,146.91,48.74
878,Recycled PET,Plastic,Food,7.317847883820303,9.72,0.32,3.26217132962714,46.1,71.96,19.26
879,Bioplastic PHA,Bioplastic,Pharmaceuticals,5.054191985006967,3.18,0.82,1.706930751097247,92.63,53.47,53.06
880,Steel,Metal,Cosmetics,8.4439443238659,10.68,0.01,2.485373456610608,58.82,241.77,30.44
881,Compostable Film,Bioplastic,Automotive,5.462149593176143,25.28,0.4,2.84,51.45,148.25,
882,Compostable Film,Bioplastic,Cosmetics,6.343785487197457,10.49,0.74,1.09,76.19,108.87,85.21
883,Kraft Paper,Fiber,E-commerce,4.059131613263093,7.51,0.79,1.0438994968070159,56.27,83.84,57.59
884,Molded Pulp,Fiber,Cosmetics,4.312325745953721,15.16,0.57,0.6883853190951519,44.07,87.81,49.96
885,Molded Pulp,Fiber,Electronics,6.399748256119568,20.6,0.48,1.0733242934528038,56.0,91.45,78.61
886,Molded Pulp,Fiber,Cosmetics,4.535633986163001,8.42,0.46,0.8275728108021893,77.85,51.05,40.8
887,Rigid PVC,Plastic,Electronics,7.305492215703749,8.37,0.19,3.71,67.72,52.42,
888,Recycled PET,Plastic,Electronics,6.476365562093453,27.86,0.13,3.029490795029146,83.94,82.88,84.8
889,Bioplastic PLA,Bioplastic,Electronics,5.19888278551869,16.64,0.56,1.1044617222436086,76.88,136.25,12.45
890,Corrugated Cardboard,Fiber,Electronics,4.729516572998362,17.27,0.66,0.7224170060231716,64.38,94.92,86.23
891,Aluminum,Metal,E-commerce,9.444533863711317,4.65,0.06,11.422949035623144,81.45,240.66,87.1
892,Recycled PET,Plastic,Retail,7.7113929362125715,4.37,0.19,2.3407693355352723,96.38,87.34,14.9
893,Kraft Paper,Fiber,Food,6.490659593700975,1.66,0.86,1.1859287876700582,91.48,43.11,17.85
894,Glass,Glass,Retail,7.79436705923691,15.57,0.1,1.2234208707635283,41.3,151.99,67.59
895,Bioplastic PHA,Bioplastic,Automotive,6.336170273141292,19.6,0.72,1.9643228650880615,58.7,,79.99
896,Kraft Paper,Fiber,Automotive,4.614952886247463,17.9,0.55,1.0859054014568819,97.02,,75.71
897,HDPE,Plastic,Automotive,6.5862954605220265,18.18,0.2,4.36,44.62,14.37,45.32
898,Tinplate,Metal,Food,9.79267163704224,9.68,0.06,,64.95,231.25,
899,LDPE,Plastic,E-commerce,6.026003847021472,12.91,0.27,2.63,48.15,66.03,23.7
900,Kraft Paper,Fiber,Electronics,4.2565255925634045,12.09,0.97,0.9588583272015371,81.9,17.02,14.55
901,Recycled PET,Plastic,Electronics,6.415772510292054,29.46,0.15,2.457966015045097,61.12,67.54,16.61
902,LDPE,Plastic,Automotive,6.053064407747639,27.76,0.11,4.78,88.31,36.78,76.04
903,Paperboard,Fiber,E-commerce,4.544306305269392,11.48,0.58,0.7488510634597673,43.85,99.04,8.54
904,Kraft Paper,Fiber,Food,5.749124682909077,9.54,0.55,0.6232325481936983,67.98,73.26,
905,HDPE,Plastic,Automotive,6.842849101184996,24.76,0.16,3.93,52.48,87.55,89.8
906,Bioplastic PHA,Bioplastic,E-commerce,6.78534342215395,6.21,0.43,1.4559196018610856,77.95,98.7,89.96
907,Bioplastic PLA,Bioplastic,Automotive,6.634887123476882,19.79,0.71,1.9797441857969245,66.39,91.79,68.6
908,Molded Pulp,Fiber,Cosmetics,5.025452055093628,2.76,0.7,1.256813372913938,49.77,78.44,93.64
909,Rigid PVC,Plastic,Food,6.518846866862585,8.88,0.31,3.63,71.36,86.46,48.21
910,Glass,Glass,E-commerce,7.759384816334534,12.42,0.02,1.6969635858104417,79.1,155.99,13.95
911,Compostable Film,Bioplastic,E-commerce,6.180589885029615,3.42,0.72,1.81,74.15,49.81,43.79
912,Steel,Metal,Automotive,8.536127281645753,21.22,0.07,2.3362453435747117,45.49,246.38,30.76
913,Aluminum,Metal,Retail,9.248297815698269,16.58,0.05,11.153789373013195,43.57,124.37,85.55
914,Glass,Glass,Cosmetics,7.818823304382481,3.18,0.07,1.5319879227807962,63.46,123.63,24.51
915,Bioplastic PLA,Bioplastic,Cosmetics,6.104094361703961,5.16,0.76,1.3904302863490046,65.91,67.96,79.26
916,Bioplastic PHA,Bioplastic,Pharmaceuticals,5.872253058270633,7.49,0.51,2.360792546058745,81.42,61.59,67.11
917,Compostable Film,Bioplastic,Pharmaceuticals,5.588931519083835,10.45,0.62,1.2,57.96,113.01,64.92
918,Paperboard,Fiber,Electronics,6.8453599208864695,9.84,0.53,1.069512618334084,92.01,28.96,25.48
919,Corrugated Cardboard,Fiber,Pharmaceuticals,6.290817382479283,13.51,0.45,0.9923084416863079,77.4,40.57,68.72
920,Bioplastic PHA,Bioplastic,Electronics,5.280226351532905,21.27,0.47,1.1664842038202217,65.35,69.47,59.36
921,Recycled PET,Plastic,E-commerce,7.736935951795825,12.94,0.22,2.670583315709638,54.91,53.15,38.05
922,Recycled PET,Plastic,Cosmetics,6.974862396499027,8.72,0.22,2.6905374068028896,77.75,65.28,35.07
923,Rigid PVC,Plastic,E-commerce,7.789104453788183,17.67,0.25,3.5,68.84,,6.15
924,Tinplate,Metal,E-commerce,9.59971051189463,8.17,0.01,4.88,68.79,,66.08
925,Corrugated Cardboard,Fiber,E-commerce,5.2756405134077005,17.91,0.96,1.205194526665869,80.22,25.32,29.45
926,Steel,Metal,E-commerce,8.044938616640234,17.31,0.02,2.182653754131452,71.49,,16.26
927,Bioplastic PHA,Bioplastic,Automotive,5.537354718769892,28.93,0.65,1.5706008234556146,75.19,,80.32
928,Bioplastic PHA,Bioplastic,E-commerce,6.083268429321734,4.03,0.77,2.465200492765989,56.54,66.31,75.83
929,Molded Pulp,Fiber,Pharmaceuticals,5.900434659478442,11.1,0.74,0.677504415328421,60.58,65.14,57.68
930,Steel,Metal,Electronics,8.515775370866404,11.49,0.01,2.095783899818361,53.03,175.03,80.64
931,Bioplastic PHA,Bioplastic,Retail,5.278712148145648,16.88,0.9,1.0630370127571078,90.74,124.9,42.61
932,Recycled PET,Plastic,Food,7.6698604735985985,,0.17,3.1098561811503957,75.02,19.47,56.54
933,Steel,Metal,Pharmaceuticals,9.968804361407104,11.55,0.03,2.4426535865394055,71.47,134.96,56.63
934,Steel,Metal,Automotive,9.051380364605372,12.27,0.07,1.9960261306853426,91.86,237.98,9.96
935,Glass,Glass,Pharmaceuticals,7.343358571696607,8.61,0.05,1.6866733414392967,83.29,81.0,20.17
936,HDPE,Plastic,Pharmaceuticals,6.544614653038738,18.5,0.31,4.18,62.87,10.12,15.81
937,Corrugated Cardboard,Fiber,Pharmaceuticals,4.0551720296424,9.51,0.84,0.8045527613233284,44.3,27.28,80.6
938,HDPE,Plastic,Food,7.828597613120998,8.98,0.34,3.44,53.42,76.14,32.41
939,Molded Pulp,Fiber,Food,4.353253248670423,3.81,0.95,1.2375391131507407,89.16,79.44,84.28
940,Recycled PET,Plastic,Retail,7.153032951028507,7.32,0.37,3.130942855395176,67.43,13.52,62.47
941,LDPE,Plastic,Electronics,6.548110441374412,29.04,0.16,4.19,45.35,75.66,36.26
942,Glass,Glass,Food,8.108356005031586,2.31,0.04,1.643925421473151,73.46,84.91,
943,Kraft Paper,Fiber,Cosmetics,5.954261165055593,17.89,0.95,0.6126045889203181,47.47,60.13,85.46
944,Rigid PVC,Plastic,Electronics,7.659483607414403,11.57,0.15,4.22,69.85,28.01,33.76
945,Paperboard,Fiber,Food,4.619263815281809,1.66,0.89,1.2739672499518182,83.69,74.47,65.24
946,Rigid PVC,Plastic,Electronics,6.021991657316961,5.96,0.29,4.44,69.02,42.18,29.97
947,Bioplastic PHA,Bioplastic,Food,5.2737712601376145,4.74,0.86,2.0900064881054847,58.69,147.17,93.77
948,Bioplastic PLA,Bioplastic,Food,6.80003728369621,5.7,0.57,1.4571266430792,93.91,58.97,57.17
949,Tinplate,Metal,Cosmetics,9.74778015512503,15.83,0.07,4.62,57.76,225.68,11.51
950,Recycled PET,Plastic,Retail,7.194826204340616,12.67,0.38,3.2440919972882707,64.04,72.06,35.96
951,Bioplastic PLA,Bioplastic,E-commerce,6.201033720867307,15.51,0.79,1.422281797622395,42.85,,54.88
952,Bioplastic PLA,Bioplastic,Automotive,6.330073349092511,26.82,0.42,2.309130759349192,53.75,89.2,
953,Bioplastic PHA,Bioplastic,Retail,5.3507425572469,18.6,0.66,1.1688705856179056,72.14,142.39,5.48
954,Glass,Glass,E-commerce,8.82882389184992,2.99,0.04,1.5629487819686365,66.84,176.78,21.17
955,HDPE,Plastic,Electronics,6.8375410497841465,7.19,0.29,4.79,52.1,69.87,12.08
956,LDPE,Plastic,E-commerce,6.7662770564989945,16.51,0.4,,65.8,14.18,6.24
957,Compostable Film,Bioplastic,Electronics,6.037835410565675,16.14,0.89,2.78,70.13,102.15,65.27
958,Recycled PET,Plastic,E-commerce,6.09393193355011,12.07,0.1,2.8110477149673656,73.48,94.26,83.0
959,Aluminum,Metal,Electronics,8.33256673751216,24.7,0.08,8.386137880781764,59.65,170.5,82.21
960,Rigid PVC,Plastic,E-commerce,7.476067232852741,2.46,0.2,4.51,92.04,56.64,46.0
961,Steel,Metal,Pharmaceuticals,8.165597335850252,2.23,0.09,1.9693256797811873,59.83,238.63,7.2
962,Corrugated Cardboard,Fiber,Cosmetics,5.809456328399165,5.95,0.66,0.6086828253941203,82.17,10.06,89.32
963,Aluminum,Metal,Electronics,8.490698219362642,11.59,0.0,9.875071861858023,97.21,147.28,15.38
964,Bioplastic PHA,Bioplastic,Retail,5.778591228083953,17.38,0.55,1.4518978911400007,52.94,46.22,14.31
965,Corrugated Cardboard,Fiber,Electronics,4.8660812103121,17.9,0.55,1.0188502390084313,92.54,61.01,36.9
966,Corrugated Cardboard,Fiber,Food,5.067018149394848,7.55,0.67,0.808066465396032,94.76,40.24,55.46
967,Recycled PET,Plastic,Pharmaceuticals,7.4380918103684905,5.71,0.36,2.449878667260477,66.43,64.51,67.27
968,Corrugated Cardboard,Fiber,Automotive,4.891365146869525,21.37,0.66,1.1202352391121224,66.95,83.87,60.31
969,Molded Pulp,Fiber,Automotive,5.699213920890692,12.37,0.41,0.6336999851848474,80.48,81.12,31.62
970,HDPE,Plastic,E-commerce,6.952100804398199,9.39,0.17,2.84,51.41,14.98,22.83
971,Rigid PVC,Plastic,Pharmaceuticals,7.327342330725296,8.74,0.15,3.58,97.1,36.8,58.97
972,HDPE,Plastic,Retail,7.873659478649516,18.06,0.26,3.86,77.92,44.83,63.25
973,Bioplastic PLA,Bioplastic,Automotive,6.465144194420501,19.14,0.73,2.354342492787981,46.07,130.49,23.9
974,HDPE,Plastic,Food,6.429880757181514,4.6,0.15,,86.5,49.74,49.16
975,LDPE,Plastic,Retail,6.06236627012257,10.83,0.18,4.71,73.47,29.9,29.22
976,Rigid PVC,Plastic,Retail,6.52452808859965,19.86,0.14,4.49,62.9,54.3,84.26
977,Glass,Glass,Cosmetics,8.190155861400509,2.89,0.0,1.6818110995129452,79.47,94.55,15.24
978,Bioplastic PLA,Bioplastic,Automotive,5.1028516269685005,24.24,0.51,2.00170702483961,94.54,68.67,81.8
979,HDPE,Plastic,E-commerce,6.992732494402473,5.04,0.35,4.42,74.61,40.35,28.63
980,Aluminum,Metal,Cosmetics,9.193685697833779,12.53,0.04,10.372886280429537,61.08,196.15,86.11
981,Corrugated Cardboard,Fiber,Electronics,5.002731672450882,8.52,0.77,1.2246117486977566,94.05,35.1,90.52
982,Aluminum,Metal,Food,9.541824407491644,1.51,0.09,8.741320718114858,78.82,224.74,18.53
983,Compostable Film,Bioplastic,Automotive,5.213196506267543,16.3,0.48,1.94,74.7,43.41,29.74
984,Kraft Paper,Fiber,E-commerce,4.225413345207427,18.11,0.99,0.65527841353358,49.37,91.53,51.46
985,Rigid PVC,Plastic,Electronics,7.456377512407206,23.94,0.32,4.27,51.62,28.99,66.95
986,Steel,Metal,Pharmaceuticals,8.990982632412397,7.82,0.08,1.9676571189366767,78.27,,66.82
987,Bioplastic PHA,Bioplastic,Pharmaceuticals,6.376804792855472,12.08,0.98,2.1918674180502853,55.05,72.16,68.48
988,Recycled PET,Plastic,Automotive,6.8696546772074925,16.91,0.4,2.052005400089725,63.47,15.62,78.9
989,Paperboard,Fiber,Retail,4.73920609971732,17.11,0.67,1.0079647845584427,52.83,70.94,74.5
990,Paperboard,Fiber,Automotive,6.457306953022599,19.13,0.94,1.2968062613339169,88.82,82.12,41.95
991,Bioplastic PLA,Bioplastic,Cosmetics,6.598831757937958,16.87,0.54,2.283544140756309,86.75,,62.8
992,Compostable Film,Bioplastic,Electronics,6.389392941708854,24.86,0.46,1.54,89.6,78.11,92.57
993,Corrugated Cardboard,Fiber,Electronics,4.816435411689888,6.02,0.82,0.9650119823305126,45.84,73.68,7.81
994,Steel,Metal,Pharmaceuticals,9.180461333738174,4.29,0.02,1.8445486365006496,80.2,220.21,
995,Glass,Glass,Pharmaceuticals,7.721947793880053,7.9,0.09,1.6650988115085679,65.14,127.61,89.42
996,Steel,Metal,Electronics,8.183164146653269,10.95,0.08,2.2192849557240475,53.97,119.48,69.39
997,Paperboard,Fiber,E-commerce,6.751940726386728,7.08,0.73,0.6804530979416967,70.91,93.79,90.63
998,HDPE,Plastic,Electronics,6.273637261837923,23.47,0.37,3.62,70.77,47.42,81.53
999,Bioplastic PLA,Bioplastic,Automotive,6.900474707641605,18.87,0.75,1.1407859272350342,70.87,139.59,12.47
1000,Rigid PVC,Plastic,Pharmaceuticals,6.892011545915912,12.53,0.34,4.97,62.55,14.27,77.11
1001,Aluminum,Metal,Food,8.37026585767724,5.45,0.07,11.63850727774637,68.98,145.78,92.64
1002,Corrugated Cardboard,Fiber,Automotive,5.625702842135075,15.61,0.84,1.0684401840566549,49.96,57.69,31.1
1003,Bioplastic PHA,Bioplastic,E-commerce,6.745891671752816,13.79,0.57,2.243930198975133,47.36,142.7,83.06
1004,Molded Pulp,Fiber,Food,6.196674659228684,6.48,0.98,1.2152852301975872,79.52,15.72,
1005,Recycled PET,Plastic,E-commerce,7.613122295722899,7.18,0.14,2.8576585280724833,77.4,43.65,90.58
1006,Compostable Film,Bioplastic,Automotive,6.317566733421435,28.42,0.59,1.5,70.98,130.62,14.28
1007,Steel,Metal,Cosmetics,9.384553129035705,14.82,0.04,2.162212446228529,85.43,244.42,16.4
1008,Tinplate,Metal,Electronics,9.698391303130638,14.41,0.04,4.1,79.76,165.43,22.53
1009,Bioplastic PLA,Bioplastic,Pharmaceuticals,5.499336017718372,10.76,0.58,1.6456411154814852,56.71,65.96,70.75
1010,Bioplastic PHA,Bioplastic,Electronics,5.978849927286281,,0.4,1.4754198816866788,59.75,,52.12
1011,Corrugated Cardboard,Fiber,E-commerce,4.663628325458807,7.95,0.41,0.9042171726010982,80.32,20.82,25.77
1012,Glass,Glass,E-commerce,8.975336015993294,12.39,0.01,1.619103724584125,63.63,192.43,38.95
1013,Bioplastic PHA,Bioplastic,Food,6.8881186793732265,2.14,0.44,1.9028851465226975,49.14,59.14,73.47
1014,Bioplastic PHA,Bioplastic,E-commerce,5.078853622737012,8.83,0.7,2.338784934932269,58.18,72.46,71.01
