material_id,material_name,material_type,product_category,strength_score,weight_capacity_kg,biodegradability_score,co2_emission_score,recyclability_percent,cost_per_unit,recycled_content_percent,norm_co2,norm_cost,norm_strength,norm_recyclability,norm_biodegradability,co2_impact_index,cost_efficiency_index,material_suitability_score
1162,Bioplastic PLA,Bioplastic,Electronics,5.25773973494689,12.63,0.94,1.1808376246055354,84.67,55.57,80.07,0.0510084269757041,0.1898385683894381,0.20763752514633063,0.7705709849922374,0.94,0.9489915730242959,0.5691518690248694,0.7428633886765866
1163,Aluminum,Metal,E-commerce,8.670237708518284,13.09,0.04,11.609813229143366,41.76,249.79,61.13,0.9670165916345997,1.0,0.777884027925386,0.03036053130929788,0.04,0.03298340836540026,0.31115361117015444,0.17754393435655685
1164,Compostable Film,Bioplastic,Pharmaceuticals,6.487016512583216,16.81,0.51,2.4,56.86,72.72,31.67,0.15809111009372193,0.2613773828890836,0.41305619171362257,0.29084008970156977,0.51,0.8419088899062781,0.6083960469519989,0.5806453158215593
1165,Bioplastic PHA,Bioplastic,Pharmaceuticals,5.321519792096616,2.02,0.83,1.0996657665336622,46.06,66.13,39.19,0.04387885955184167,0.2338881241396571,0.2182955108267194,0.10453682939451445,0.83,0.9561211404481583,0.5469853298468934,0.5908195915577457
1166,Bioplastic PLA,Bioplastic,E-commerce,6.635934048238124,19.47,0.83,1.8009512088216455,58.48,,,0.10547486046804913,,0.4379411014094993,0.31878557874762803,0.83,0.8945251395319509,,
1167,Glass,Glass,Cosmetics,8.664268355915484,,0.07,1.113709699034766,57.68,198.82,11.83,0.04511238020839895,0.7873858090351645,0.7768865174588699,0.30498533724340177,0.07,0.9548876197916011,0.4383231215624493,0.54523278552266
1168,Compostable Film,Bioplastic,E-commerce,6.014935467521672,10.04,0.67,1.52,81.5,119.37,30.42,0.08079807428020586,0.4559713010470112,0.33416894634102245,0.7158875280317406,0.67,0.9192019257197941,0.4600847979082022,0.6678761774334392
1169,Rigid PVC,Plastic,Retail,6.012771743433667,15.05,0.14,2.92,58.32,63.45,63.1,0.20376426761989053,0.22270888082426063,0.33380737657490994,0.31602553044678283,0.14,0.7962357323801095,0.5998976221354075,0.5064309689947323
1170,Aluminum,Metal,Cosmetics,8.574076266349826,8.73,0.07,8.046826442923617,49.29,101.17,72.77,0.6540687901910002,0.38005255912902014,0.7618149411381007,0.16025530446782818,0.07,0.34593120980899983,0.6766944409778282,0.39168552819453273
1171,Glass,Glass,Retail,8.233853836751484,2.05,0.04,1.3376274081021111,76.98,115.53,68.94,0.06477974328365213,0.4399532807742043,0.7049619694592917,0.637916163532862,0.04,0.9352202567163479,0.618012819319194,0.6391487114972044
1172,Rigid PVC,Plastic,Automotive,7.962372356054847,21.44,0.28,3.02,44.3,51.83,60.41,0.21254756714415374,0.17423768406123555,0.6595959747728488,0.07417629808521645,0.28,0.7874524328558463,0.7592957794723982,0.5488545318191816
1173,HDPE,Plastic,Food,7.263627054033336,9.82,0.26,4.88,50.41,12.29,8.55,0.3759169382954491,0.009302131564676923,0.5428319303992045,0.17957564257374498,0.26,0.624083061704551,0.8115514932208756,0.5193111133712536
1174,Molded Pulp,Fiber,E-commerce,4.77941074319248,19.25,0.49,0.8065284953579094,87.71,,26.87,0.018131735007223666,,0.1277062147577951,0.8230119027082973,0.49,0.9818682649927764,,
1175,Rigid PVC,Plastic,Food,7.268011406199223,4.56,0.2,4.03,94.47,70.46,11.73,0.301258892339212,0.2519501105410253,0.5435645788898151,0.9396239434190098,0.2,0.698741107660788,0.6662557652313108,0.6484675201788476
1176,LDPE,Plastic,E-commerce,7.079970759431711,3.7,0.4,4.87,44.54,94.01,37.68,0.37503860834302283,0.350185625495349,0.5121419899154214,0.07831637053648438,0.4,0.6249613916569772,0.5947454206689591,0.46305224576317194
1177,Molded Pulp,Fiber,Cosmetics,6.339536185453431,9.94,0.78,0.940200345658322,41.96,,21.81,0.029872533998733613,,0.3884114471816705,0.03381059168535451,0.78,0.9701274660012664,,
1178,Aluminum,Metal,Retail,8.213961277653917,,0.0,10.308799546938204,64.15,167.64,79.42,0.8527446630748747,0.6573228215075293,0.701637817373469,0.41659479040883224,0.0,0.14725533692512527,0.48626143404487,0.3192246994078684
1179,Molded Pulp,Fiber,Retail,6.283083707506084,8.08,0.59,0.6306173506162631,54.41,67.83,29.76,0.0026809322680047144,0.240979435197931,0.3789779388332405,0.2485768500948766,0.59,0.9973190677319953,0.6070035144145376,0.6270597628255323
1180,Compostable Film,Bioplastic,E-commerce,6.082533157352221,17.87,0.9,2.16,54.43,,68.89,0.1370111912354903,,0.345464878681598,0.24892185613248233,0.9,0.8629888087645097,,
1181,Compostable Film,Bioplastic,Electronics,6.9259840077179895,26.08,0.69,1.62,90.56,57.15,23.58,0.08958137380446905,0.19642931631418678,0.4864099873416126,0.8721752630671037,0.69,0.9104186261955309,0.676706405148133,0.7688782404932746
1182,LDPE,Plastic,Automotive,6.683744332077373,24.36,0.32,2.63,52.83,34.68,54.29,0.17829269899952727,0.10269886956159012,0.44593045330577963,0.22132137312402964,0.32,0.8217073010004727,0.7167528595853578,0.5625577251518652
1183,Recycled PET,Plastic,Cosmetics,7.265243786267896,18.99,0.34,2.1845049426856185,63.58,42.01,76.19,0.1391635337498172,0.13327493430108872,0.5431020949267231,0.4067621183370709,0.34,0.8608364662501828,0.737275877390036,0.6292325423826504
1184,Compostable Film,Bioplastic,Food,6.864056211020035,7.65,0.64,1.53,61.78,94.75,35.88,0.08167640423263217,0.3532724314854211,0.4760615242024939,0.3757115749525617,0.64,0.9183235957673679,0.5784611507897449,0.6388608338384083
1185,Steel,Metal,Cosmetics,8.205019455981358,2.35,0.08,2.1910496775152977,42.55,198.05,74.65,0.13973837741297668,0.7841738622617112,0.700143591566819,0.04398826979472136,0.08,0.8602616225870233,0.40955311926970095,0.4512787797091585
1186,Paperboard,Fiber,Pharmaceuticals,6.811685461709353,5.7,0.84,0.8402171472208608,54.28,91.31,14.39,0.021090710206032964,0.3389229549910316,0.46731009434857956,0.2463343108504399,0.84,0.9789092897939671,0.5835702647448129,0.6615632247293393
1187,Corrugated Cardboard,Fiber,Food,6.06365716690244,7.19,0.96,1.1104214412846136,51.05,49.79,11.44,0.04482356268107328,0.1657281107913069,0.3423106006061702,0.19061583577712604,0.96,0.9551764373189268,0.6374873737676839,0.6622790018536413
1188,Recycled PET,Plastic,E-commerce,6.135674118210344,,0.34,2.9784374728879097,53.55,99.51,91.09,0.20889700589804575,0.373128102448588,0.35434501496837467,0.23374159047783333,0.34,0.7911029941019543,0.5178611445181971,0.4999790039525397
1189,Bioplastic PHA,Bioplastic,Food,5.601927133893632,6.98,0.57,2.2684065444848605,94.31,42.04,44.4,0.1465328627414992,0.13340007508447002,0.2651530642235857,0.9368638951181646,0.57,0.8534671372585008,0.6260211806387522,0.7119335217832298
1190,Paperboard,Fiber,Cosmetics,6.124516265935845,11.02,0.59,1.0847449786684578,61.83,70.5,75.42,0.04256832206226085,0.25211696491886704,0.35248047869983024,0.37657409004657577,0.59,0.9574316779377392,0.5897220125286119,0.6337228723927729
1191,Corrugated Cardboard,Fiber,E-commerce,4.202051804406315,5.61,0.57,0.9009517541731036,54.46,30.24,51.75,0.02642521264953242,0.08417803362115714,0.031226475211907412,0.24943936518889082,0.57,0.9735747873504675,0.5619837699120687,0.5710788992421263
1192,Compostable Film,Bioplastic,Retail,6.164340920352546,5.52,0.79,2.63,72.49,68.05,28.63,0.17829269899952727,0.24189713427606055,0.3591353895837014,0.5604623080903915,0.79,0.8217073010004727,0.5985158752678442,0.6626471596935514
1193,Recycled PET,Plastic,Automotive,6.6917661139059135,11.13,0.22,3.0094499335916485,62.78,62.0,51.36,0.21162092321149956,0.2166604096274976,0.44727093557689274,0.3929618768328446,0.22,0.7883790767885004,0.6489121284542585,0.5550612240743729
1194,Molded Pulp,Fiber,E-commerce,5.862746553302431,9.64,0.65,0.792766821978793,69.77,62.85,47.88,0.016923006014785084,0.22020606515663455,0.3087373719437964,0.513541486976022,0.65,0.9830769939852149,0.5913713096835378,0.673847960206033
1195,Tinplate,Metal,Retail,8.091484067625025,3.34,0.09,4.04,95.82,169.35,42.14,0.3021372222916383,0.6644558461602637,0.6811712262633745,0.9629118509573916,0.09,0.6978627777083617,0.4737949828091916,0.602007071832622
1196,Tinplate,Metal,Cosmetics,9.743073612304752,6.95,0.01,5.32,58.51,215.08,,0.4145634562022072,0.8552121136278313,0.9571605950993652,0.31930308780403655,0.01,0.5854365437977929,0.4697369698630473,0.45414188267584354
1197,Molded Pulp,Fiber,Pharmaceuticals,6.920466907532191,11.58,0.89,0.8144194491447488,52.47,74.41,77.0,0.018824821113642965,0.26842698035289697,0.48548805065159883,0.2151112644471278,0.89,0.9811751788863571,0.6331390320489014,0.677708369632718
1198,Rigid PVC,Plastic,Automotive,7.937755710571383,10.05,0.24,3.38,72.18,26.92,82.37,0.2441674454315012,0.07032912026029282,0.6554824028071471,0.555114714507504,0.24,0.7558325545684987,0.8199954889666832,0.6443198217944359
1199,Glass,Glass,Food,8.499303663485849,5.49,0.02,1.6311881279366347,49.84,166.22,74.31,0.09056406059230143,0.6513994910941476,0.7493200427917595,0.16974297050198384,0.02,0.9094359394076985,0.5088883224602152,0.511933460816936
1200,Rigid PVC,Plastic,Food,6.260172480261264,7.62,0.14,4.92,87.62,,21.75,0.3794302581051544,,0.3751493512965096,0.821459375539072,0.14,0.6205697418948456,,
1201,LDPE,Plastic,Pharmaceuticals,7.516526391858045,15.47,0.24,4.46,83.28,64.42,66.77,0.3390270802935437,0.2267550994869228,0.5850927504983149,0.7465930653786441,0.24,0.6609729197064562,0.6979840405071723,0.6166157741642903
1202,Bioplastic PHA,Bioplastic,Electronics,5.049173832917603,20.95,0.41,1.669629274602373,89.41,115.24,28.88,0.09394046164451456,0.4387435865348517,0.17278505720282938,0.8523374159047783,0.41,0.9060595383554855,0.40586787096022076,0.6225308181479393
1203,Compostable Film,Bioplastic,Automotive,5.0442471030579945,22.85,0.96,2.68,77.55,77.57,,0.1826843487616589,0.2816084762023943,0.17196177452417663,0.647748835604623,0.96,0.817315651238341,0.4998196240882341,0.660895545966903
1204,Molded Pulp,Fiber,Pharmaceuticals,4.970830657448624,6.46,0.45,1.1588662383628467,77.12,94.53,5.17,0.049078614312376,0.35235473240729154,0.15969349724476262,0.6403312057961015,0.45,0.950921385687624,0.45246455945353015,0.6099281464533663
1205,Recycled PET,Plastic,Pharmaceuticals,6.977286380809332,15.18,0.21,3.2336335605024176,42.59,77.99,29.04,0.2313116426474291,0.2833604471697326,0.4949828858652672,0.044678281869932786,0.21,0.7686883573525709,0.6279768860442673,0.47753467367735136
1206,Steel,Metal,Food,9.540814835615588,3.44,0.02,2.400293636362899,70.94,177.16,28.11,0.1581169010549875,0.6970341634338632,0.9233620812374925,0.533724340175953,0.02,0.8418830989450126,0.5511243344346791,0.5924270894511134
1207,LDPE,Plastic,E-commerce,7.366590753213011,3.92,0.37,2.6,65.04,14.7,,0.17565770914224835,0.019355107829641675,0.5600377103953038,0.43194755908228405,0.37,0.8243422908577517,0.8124020194603365,0.6482964749783968
1208,Recycled PET,Plastic,Pharmaceuticals,6.891805412753497,2.59,0.1,3.374952853761811,84.25,62.61,,0.2437241394599735,0.21920493888958412,0.48069856292485147,0.7633258582025185,0.1,0.7562758605400265,0.6607564618361901,0.6078069015540444
1209,Recycled PET,Plastic,Automotive,6.547253332563332,27.38,0.38,2.6464778307699444,47.88,31.32,74.86,0.1797399962311527,0.08868310182288407,0.4231220836784588,0.13593237881662934,0.38,0.8202600037688473,0.716038972377653,0.5515864283562392
1210,Steel,Metal,Pharmaceuticals,9.994249000315422,7.5,0.04,2.023206772824797,54.88,189.06,6.42,0.12499623236378642,0.7466733408417804,0.9991333340450109,0.25668449197860965,0.04,0.8750037676362136,0.5516493291129361,0.5576636943693212
1211,Recycled PET,Plastic,Pharmaceuticals,6.852362604471946,2.58,0.12,2.873298119891171,90.91,78.84,6.99,0.19966230160646978,0.28690610269886957,0.47410746055452535,0.8782128687252027,0.12,0.8003376983935302,0.6174993226024884,0.6355294599691743
1212,Compostable Film,Bioplastic,Pharmaceuticals,5.902774048659351,13.68,0.83,2.73,67.57,,93.2,0.18707599852379048,,0.3154261786241416,0.4755908228393996,0.83,0.8129240014762096,,
1213,Molded Pulp,Fiber,Food,4.490871463575008,4.58,0.62,0.8598206964063393,54.45,74.69,59.33,0.022812548648379793,0.2695949609977892,0.07948977143957336,0.24926686217008803,0.62,0.9771874513516202,0.4700389319771558,0.56146831797775
1214,Glass,Glass,E-commerce,8.58961909749986,4.79,0.08,1.4808593334401865,46.86,199.57,75.85,0.07736023230046431,0.7905143286196972,0.7644122306237605,0.11833707089874072,0.08,0.9226397676995357,0.4314562950776859,0.4967646413214064
1215,Kraft Paper,Fiber,Pharmaceuticals,6.081046677344466,14.25,0.87,1.093910103850677,44.91,66.07,5.61,0.043373322458788846,0.23363784257289447,0.3452164799917121,0.08469898223218901,0.87,0.9566266775412111,0.5979038864529481,0.6184254193212094
1216,LDPE,Plastic,Retail,6.441539225577521,11.5,0.32,4.6,95.08,88.24,48.5,0.35132369962751214,0.3261168814916781,0.4054566959566371,0.9501466275659824,0.32,0.6486763003724878,0.566512549487648,0.6148060225925186
1217,Tinplate,Metal,E-commerce,8.164762091231685,9.21,0.04,5.12,78.6,246.75,70.55,0.39699685715368077,0.9873190672840279,0.6934163724922898,0.66586165257892,0.04,0.6030031428463192,0.2849751086264992,0.4606586877755336
1218,Bioplastic PHA,Bioplastic,Automotive,6.360998604149426,10.69,0.57,2.032607527738205,51.91,118.34,57.18,0.12582192882537294,0.4516748008175865,0.3919979311290184,0.20545109539416934,0.57,0.8741780711746271,0.48579429196105545,0.5494920065343876
1219,Glass,Glass,Food,8.30902242856227,5.47,0.04,1.2996423096160972,82.6,148.95,79.0,0.06144339830903916,0.5793601134609769,0.7175230396579846,0.7348628601000516,0.04,0.9385566016909609,0.5393931477866076,0.6411401434397489
1220,Glass,Glass,Retail,7.546519053996419,5.91,0.07,1.1334881613590022,56.18,101.65,54.73,0.046849581795630174,0.38205481166312105,0.590104683348063,0.2791098844229774,0.07,0.9531504182043699,0.6068089863413526,0.5629798172660508
1221,Rigid PVC,Plastic,Pharmaceuticals,7.90172712450082,16.61,0.32,4.32,45.81,,66.18,0.32673046095957525,,0.6494618350688134,0.10022425392444372,0.32,0.6732695390404247,,
1222,LDPE,Plastic,Electronics,6.302115783561801,5.58,0.21,2.87,72.39,92.56,40.23,0.19937261785775895,0.34413715429858593,0.3821582996409098,0.5587372779023633,0.21,0.800627382142241,0.5463810272772123,0.558246757006539
1223,Compostable Film,Bioplastic,Electronics,5.864669602085204,9.21,0.42,1.66,92.67,50.66,59.58,0.09309469361417431,0.16935719350936468,0.30905872359046194,0.9085734000345006,0.42,0.9069053063858257,0.6220091733305659,0.7031944376143354
1224,Recycled PET,Plastic,Food,7.887231840335198,2.1,0.16,2.6457940076933117,65.17,35.0,83.29,0.17967993400211602,0.10403370458432402,0.6470395962378307,0.43419009832672073,0.16,0.820320065997884,0.7963956157445378,0.6207369030246268
1225,Steel,Metal,Electronics,8.839454633852245,18.3,0.01,1.899815900857336,97.97,225.28,85.41,0.1141584424932842,0.8977599799774747,0.8061610732540686,1.0,0.01,0.8858415575067158,0.38380844131514263,0.6438206849062071
1226,LDPE,Plastic,Electronics,7.277051895328171,10.69,0.1,3.26,46.3,52.55,65.94,0.23362748600238537,0.17724106286238683,0.5450752925515142,0.10867690184578226,0.1,0.7663725139976146,0.7116854793031736,0.4990760336493857
1227,Aluminum,Metal,E-commerce,8.795188795925588,5.58,0.01,11.560388140735231,44.58,113.7,43.47,0.9626754380795813,0.4323196929879448,0.798764017060701,0.07900638261169568,0.01,0.037324561920418664,0.6601137910315136,0.27340349456241325
1228,Bioplastic PLA,Bioplastic,Automotive,5.54843040469734,19.41,0.74,1.518816191106786,70.76,78.9,76.74,0.08069409679931999,0.28715638426563217,0.25621347716139126,0.5306192858375023,0.74,0.9193059032006801,0.5301915603051772,0.6510848659201379
1229,Steel,Metal,Pharmaceuticals,9.967955295919657,15.02,0.08,1.9081218230563264,96.71,218.0,74.29,0.1148879765182738,0.8673924832102783,0.9947395166441175,0.9782646196308434,0.08,0.8851120234817262,0.47746031673148004,0.6920255618179684
1230,Compostable Film,Bioplastic,Food,5.818668012630086,4.26,0.84,2.2,50.3,73.41,35.31,0.1405245110451956,0.2642556209068535,0.3013716141145828,0.1776781093669139,0.84,0.8594754889548044,0.561995273101721,0.5900142482467126
1231,Compostable Film,Bioplastic,Cosmetics,6.788198407358269,18.78,0.85,2.69,67.27,82.88,,0.1835626787140852,0.30375839486088513,0.46338528304963833,0.47041573227531475,0.85,0.8164373212859148,0.6030990763033243,0.6636276402216323
1232,Tinplate,Metal,Retail,8.459909211782172,12.43,0.07,4.88,95.28,191.23,24.8,0.3759169382954491,0.7557251908396946,0.7427370210619592,0.953596687942039,0.07,0.624083061704551,0.44365969392096694,0.5736328816862107
1233,Tinplate,Metal,Automotive,8.426209408050166,16.47,0.01,5.17,94.98,172.76,86.55,0.40138850691581235,0.6786801818712719,0.7371056051984635,0.9484215973779542,0.01,0.5986114930841877,0.4876341329566223,0.566386861159849
1234,Corrugated Cardboard,Fiber,Electronics,4.093402248653534,22.7,0.66,0.6178134319340256,79.84,76.84,21.19,0.0015563257393007008,0.27856338380678264,0.013070558438811391,0.687252026910471,0.66,0.9984436742606994,0.4380901930914549,0.6468131117770488
1235,Kraft Paper,Fiber,Cosmetics,5.955000476127655,17.58,0.42,1.052075670400539,84.25,78.35,84.75,0.03969887886458466,0.28486213657030823,0.3241534915330707,0.7633258582025185,0.42,0.9603011211354153,0.5587441146710433,0.6758568858021963
1236,Bioplastic PLA,Bioplastic,Electronics,5.737052687447522,13.32,0.7,1.9553534761821147,40.4,66.41,14.07,0.1190364740825728,0.23505610478454927,0.28773326059203863,0.006900120752113137,0.7,0.8809635259174272,0.5740596413660859,0.5429573183263762
1237,Kraft Paper,Fiber,Food,6.593074749518911,1.26,0.95,0.8384229166069042,82.69,23.69,87.1,0.020933117557053123,0.056855629249572444,0.43077908537447845,0.7364153872692771,0.95,0.9790668824429469,0.738198256600048,0.8111306148741994
1238,Aluminum,Metal,Pharmaceuticals,8.946419813383114,,0.0,8.286847555390604,90.91,234.27,64.33,0.6751505634204442,0.9352605013974055,0.8240355218307442,0.8782128687252027,0.0,0.3248494365795558,0.36845790789385446,0.44761543387544533
1239,LDPE,Plastic,Cosmetics,7.9363868558294435,7.25,0.27,2.75,93.47,22.67,25.24,0.1888326584286431,0.05260084261460811,0.6552536599227706,0.9223736415387269,0.27,0.811167341571357,0.8305409584003434,0.7414855363715154
1240,Compostable Film,Bioplastic,Retail,5.3710510314062425,13.15,0.54,1.0,83.91,148.37,77.89,0.03512491675403725,0.5769407249822718,0.2265724435057641,0.7574607555632223,0.54,0.9648750832459627,0.34446454241294255,0.6307280560402453
1241,Bioplastic PLA,Bioplastic,Cosmetics,6.737246335911221,9.38,0.71,1.614443342342848,65.96,125.27,52.41,0.08909331591890347,0.48058232177866766,0.45487092178787336,0.4478178368121441,0.71,0.9109066840810965,0.49359897564794875,0.6382224086775322
1242,Corrugated Cardboard,Fiber,E-commerce,6.329790558375225,2.68,0.75,0.8178522465443755,48.59,68.84,66.31,0.01912633399131329,0.24519250823843491,0.3867829012303539,0.14818009315163022,0.75,0.9808736660086868,0.6075976555490805,0.6269758224432376
1243,Rigid PVC,Plastic,Pharmaceuticals,7.541843689288104,18.09,0.38,4.52,76.86,37.33,93.47,0.34429706000810156,0.1137529720936053,0.5893234051188065,0.6358461273072279,0.38,0.6557029399918984,0.7674775787913595,0.6316818426687356
1244,Aluminum,Metal,Retail,9.689566456233775,9.96,0.01,10.708482558940036,74.13,,64.02,0.8878500191665923,,0.9482192656511328,0.5887528031740554,0.01,0.11214998083340766,,
1245,Tinplate,Metal,Retail,9.522047981885995,13.02,0.07,4.83,83.92,,24.91,0.3715252885333175,,0.9202260404865975,0.7576332585820252,0.07,0.6284747114666824,,
1246,Bioplastic PLA,Bioplastic,Pharmaceuticals,6.252440643262831,19.61,0.98,1.9086688741790356,55.4,73.29,29.19,0.1149360256569322,0.26375505777332836,0.3738573203436532,0.2656546489563567,0.98,0.8850639743430678,0.5912898934734643,0.6508583274969231
1247,Paperboard,Fiber,Pharmaceuticals,4.3937346330471625,10.8,0.64,0.8552156097382779,67.99,40.7,53.74,0.022408070092972052,0.1278104534267718,0.06325769208640249,0.4828359496291184,0.64,0.9775919299070279,0.548616804778498,0.6293247393011968
1248,Molded Pulp,Fiber,Cosmetics,4.097578538473756,10.32,0.73,0.7525247879784931,41.41,66.25,27.73,0.01338842763388291,0.23438868727318232,0.01376843860841647,0.024322925651198837,0.73,0.9866115723661171,0.4648741630794572,0.527943441470781
1249,Corrugated Cardboard,Fiber,Food,6.762543543447061,9.24,0.97,1.2916251763089144,97.44,71.47,62.92,0.060739229477409826,0.25616318358152923,0.4590982192805341,0.99085734000345,0.97,0.9392607705225902,0.629941377563296,0.8288448654763444
1250,HDPE,Plastic,Retail,7.233300629041476,4.62,0.35,2.54,77.47,49.13,23.07,0.17038772942769043,0.1629750135569182,0.5377642240071914,0.6463688114542004,0.35,0.8296122705723096,0.7173206814687256,0.6637640362304335
1251,Steel,Metal,Electronics,9.593074581952353,8.08,0.05,2.1178011348372805,87.99,201.8,10.87,0.13330473851240868,0.7998164601843741,0.9320949619059817,0.8278419872347765,0.05,0.8666952614875914,0.49294810865176825,0.6495234992467729
1252,Aluminum,Metal,Food,8.9630447030251,9.24,0.09,10.753096943120948,44.13,234.12,84.94,0.8917686341601074,0.9346347974804989,0.826813629026954,0.07124374676556844,0.09,0.10823136583989257,0.36994457312248225,0.23538566528839744
1253,Steel,Metal,Electronics,8.23461637792479,17.01,0.02,1.8983870773048528,68.69,173.49,53.49,0.11403294464099638,0.6817252742668837,0.7050893941319714,0.4949111609453165,0.02,0.8859670553590037,0.4730005930926583,0.5565314364831261
1254,LDPE,Plastic,Automotive,6.250371584405101,28.03,0.35,3.88,75.73,52.69,40.25,0.2880839430528172,0.17782505318483294,0.37351156963938825,0.6163532861825083,0.35,0.7119160569471827,0.6427095959448555,0.5873740302708093
1255,HDPE,Plastic,Retail,7.3711305744579425,9.28,0.23,4.68,66.79,11.91,25.47,0.3583503392469227,0.00771701497518041,0.5607963385932438,0.46213558737277916,0.23,0.6416496607530773,0.8196883264521893,0.5804237311728507
1256,Rigid PVC,Plastic,Automotive,6.860611789798925,27.21,0.26,4.22,67.22,49.57,45.17,0.31794716143531204,0.1648104117131773,0.4754859431558098,0.46955321718130066,0.26,0.682052838564688,0.6913081302344175,0.5579021218798519
1257,Aluminum,Metal,Food,8.401049453400674,4.38,0.06,9.942358798637592,89.25,231.21,20.35,0.8205590745726806,0.9224961414925125,0.7329012433907589,0.8495773676039331,0.06,0.17944092542731938,0.3396628124607961,0.39095357860325736
1258,Recycled PET,Plastic,E-commerce,6.983189093482874,7.42,0.11,2.0413050798041983,53.16,93.64,69.57,0.12658586087460785,0.34864222250031285,0.4959692604463118,0.22701397274452298,0.11,0.8734141391253921,0.589202370678337,0.5208245550007378
1259,Bioplastic PHA,Bioplastic,Cosmetics,5.128417874150268,6.22,0.71,1.758182676865675,57.72,75.36,19.37,0.10171837220422601,0.2723897718266383,0.1860271566059578,0.30567534931861307,0.71,0.898281627795774,0.5109769995464001,0.5834665237496507
1260,Recycled PET,Plastic,Cosmetics,7.163942803828798,15.11,0.24,3.446026110676553,89.37,,85.75,0.2499667164964444,,0.5261741637128851,0.8516474038295672,0.24,0.7500332835035556,,
1261,Kraft Paper,Fiber,E-commerce,4.806980213305293,14.6,0.7,0.8689446990900602,80.91,36.24,30.47,0.023613937132692817,0.10920619029741793,0.13231321937349294,0.7057098499223736,0.7,0.9763860628673072,0.5874015735709464,0.6991395041747528
1262,Bioplastic PHA,Bioplastic,E-commerce,6.595118201274376,2.33,0.73,1.0584940188623673,85.84,61.31,28.56,0.04026262163449798,0.21378217160972762,0.43112055699619856,0.7907538381921685,0.73,0.959737378365502,0.6441789198326429,0.7597287668058649
1263,Bioplastic PLA,Bioplastic,E-commerce,5.620723917847148,17.49,0.68,1.0464336863790151,73.68,125.04,34.94,0.03920332650886315,0.4796229091060777,0.26829410647357366,0.5809901673279284,0.68,0.9607966734911368,0.41954389712578277,0.6381524204417297
1264,Corrugated Cardboard,Fiber,Electronics,5.365660447245404,18.65,0.53,0.8715907319628087,58.45,34.0,92.03,0.02384634612541678,0.09986234513828056,0.22567164831424724,0.3182680696912196,0.53,0.9761536538745832,0.6303512522427306,0.6161546879927263
1265,Bioplastic PLA,Bioplastic,Food,5.023241079816201,9.86,0.41,1.240037404694791,54.67,,41.26,0.05620812097864855,,0.16845155667681136,0.25306192858375026,0.41,0.9437918790213514,,
1266,LDPE,Plastic,Electronics,6.144893775589118,19.7,0.25,4.68,44.87,71.34,66.21,0.3583503392469227,0.2556209068535436,0.3558856685944822,0.08400897015697771,0.25,0.6416496607530773,0.5889817233256667,0.4296306899481836
1267,Corrugated Cardboard,Fiber,E-commerce,5.177480669220055,16.82,0.43,0.6163464674297301,63.08,37.91,45.62,0.0014274778529738035,0.11617236057231049,0.19422580976906295,0.39813696739692944,0.43,0.9985725221470262,0.6079869075642389,0.6151184579914597
1268,LDPE,Plastic,Cosmetics,6.959877669434247,19.63,0.13,4.81,67.85,66.14,79.72,0.3697686286284648,0.23392983773411755,0.49207379790201705,0.48042090736587884,0.13,0.6302313713715352,0.6564716165203363,0.517978876804922
1269,Corrugated Cardboard,Fiber,Automotive,5.800061644357911,18.19,0.62,1.1293495297651237,88.08,19.81,14.73,0.04648607338653404,0.04067075459892378,0.2982623913344378,0.829394514404002,0.62,0.953513926613466,0.6949025037744209,0.7484849459418892
1270,Bioplastic PHA,Bioplastic,Automotive,5.583325157418607,22.38,0.49,1.687784513322836,40.42,74.83,65.95,0.09553509064067782,0.2701789513202353,0.2620445753360276,0.0072451267897188495,0.49,0.9044649093593222,0.5427104593422698,0.5081705705349107
1271,Paperboard,Fiber,E-commerce,6.084945658379628,17.73,0.62,0.8024713403808581,89.05,92.01,78.86,0.0177753829334257,0.34184290660326205,0.3458680203931784,0.8461273072278764,0.62,0.9822246170665743,0.5332414641953142,0.7247900146536939
1272,Molded Pulp,Fiber,Automotive,6.580367191567614,15.17,0.83,1.2300582281115364,53.67,91.74,,0.05533162000928616,0.34071663955283027,0.42865558507155954,0.23581162670346734,0.83,0.9446683799907138,0.5670322502969256,0.6396864604192949
1273,LDPE,Plastic,Food,7.5597019777867,9.58,0.12,4.27,70.86,53.01,25.11,0.3223388111974436,0.17915988820756684,0.5923076198028334,0.5323443160255305,0.12,0.6776611888025563,0.7294271149965932,0.5693547605753047
1274,Tinplate,Metal,Electronics,8.079237650696715,18.82,0.03,5.91,41.66,129.96,26.81,0.46638492339536003,0.5001459975806115,0.6791247850701408,0.028635501121269565,0.03,0.5336150766046399,0.5715623154796894,0.38111468058258235
1275,Compostable Film,Bioplastic,Electronics,5.961013894515657,17.28,0.92,2.42,73.64,49.79,67.46,0.15984776999857458,0.1657281107913069,0.3251583656259092,0.5803001552527169,0.92,0.8401522300014255,0.6306264797755796,0.6962781565574568
1276,Tinplate,Metal,Pharmaceuticals,8.20986035683635,,0.04,4.7,89.81,118.98,55.91,0.36010699915177535,0.4543444708630543,0.7009525317637769,0.8592375366568915,0.04,0.6398930008482246,0.6077743301876782,0.5918542433091429
